name,foods,score,kind
京酱肉丝,猪瘦肉、葱白、蛋清、甜面酱、盐、味精、料酒、白糖、葱末、湿淀粉、花生油,8.3,家常菜
西红柿炒菜花（夏季开胃菜）,菜花、西红柿、大蒜、番茄沙司、糖、盐、酱油,0,家常菜
家传浓汤西红柿🍅猪肉丸子汤,猪肉馅、白胡椒粉、鸡蛋、姜、盐、白糖、蚝油、小葱,8.1,家常菜
钵钵鸡,各种蔬菜食材(莴笋叶，藕，香菇，木耳，金针菇，土豆，)、豆干，豆皮，魔芋、火腿肠，毛肚，蟹排，虾饺，脆皮肠，撒尿丸子，鸡爪，鹌鹑蛋……、钵钵鸡配料(我买的蜀山桃子姐家的微辣口味19.9)、三瓶矿泉水,0,家常菜
蒜香鸡翅,鸡翅、大蒜、料酒（腌鸡翅）、生抽（腌鸡翅）、蚝油（腌鸡翅）、黑胡椒（腌鸡翅）、盐（腌鸡翅）、糖或蜂蜜（腌鸡翅）、青尖椒,0,家常菜
绝对美味的孜然杏鲍菇,杏鲍菇、孜然粒、蒜、生抽、老抽、蚝油、糖、孜然粉、辣椒粉,8.1,家常菜
零失败小酥肉,里脊肉,7.9,家常菜
川渝地区的一道色香味俱全的名肴，水煮肉片,里脊肉、青菜、平菇、豆芽、香菜、干红辣椒、花椒、生抽、料酒、盐、糖、鸡精、油、生粉、葱、姜、蒜、郫县豆瓣酱、鸡蛋清,0,家常菜
可以百变的松饼（小朋友最爱！）,中筋面粉、糖、盐、泡打粉、鸡蛋、牛奶、香草精、加热融化的黄油,7.9,家常菜
可乐鸡翅,鸡翅、可乐、盐、生抽、大料（八角）、白芝麻、腌鸡肉料：、料酒、蚝油、生抽,8.1,家常菜
东北名菜尖椒干豆腐,豆腐皮、尖椒、蒜、葱、淀粉、盐、鸡精、十三香,0,家常菜
咖喱饭,胡萝卜、土豆、洋葱、鸡肉、咖喱,8.2,家常菜
吉祥如意笑哈哈【清新可口轻食小炒~寓意美好的年菜】,莴笋、鲜虾、胡萝卜、姜丝、蒜头、小尖椒、料酒、食盐、白糖、胡椒粉、食用油、玉米淀粉、太太乐蔬之鲜(鸡精也可),8.4,家常菜
耗油生菜,生菜、蒜、食用油、调汤汁的佐料、蚝油、味极鲜酱油、料酒、黑胡椒、白糖、鸡精、水、白芝麻,7.5,家常菜
家常凉菜之秘制凉拌秋葵,秋葵、秘制辣椒油、秘制花椒油、蒜、糖、白醋、蒸鱼豉油、香油、蚝油,0,家常菜
香菇土豆肉末饭,肉末、香菇、葱、水淀粉、糖、生抽、老抽、蚝油、淀粉水,7.9,家常菜
三色皮蛋,皮蛋、鸡蛋、火腿肠、生抽、蚝油、醋、辣椒油,4,家常菜
👩‍🍳香喷喷的榨菜鲜肉锅盔～吃一次忘不了💁🏻‍♀️,🌸面团：、中筋面粉、酵母、油、清水、白糖、🌸馅料：、猪肉（肥瘦相间）、榨菜、大蒜、生姜、胡椒粉、白糖、盐、生抽、老抽、小葱、清水、白芝麻、料酒,8.1,家常菜
易上手的白切鸡（白斩鸡），蘸料很关键（附蘸料配方）,鸡、沙姜、香葱白、酱油、耗油、白糖、鸡精、盐、姜、八角,8,家常菜
能吃三碗米饭的芹菜炒肉,料酒、蚝油、生抽、胡萝卜、蒜、盐、肉、干辣椒、细芹菜（麦芹）、泡椒,0,家常菜
孜然肥牛杏鲍菇,杏鲍菇、肥牛、洋葱、红椒、香菜、姜末、蒜末、辣椒粉、孜然粉、孜然粒、白芝麻、生抽、料酒、蚝油,8.2,家常菜
皮蛋豆腐,皮蛋、内酯豆腐、香油、香菜、小米辣、蒸鱼豉油、海鲜酱油、醋、糖、鸡粉,0,家常菜
辣椒油--会上瘾的美味,干辣椒、蒜、姜、芝麻（生的）、王守义十三香、花椒粉、孜然粉、生抽、菜籽油或花生油,9.0,家常菜
跟国宴大师学做—麻婆豆腐|麻辣鲜香的下饭神器，值得一学！,猪肉末、嫩豆腐、花椒、豆瓣酱、辣椒面、葱、姜、蒜,0,家常菜
㊙️巨好吃的爆汁肉包‼️不吃后悔！,猪前腿肉、巴沙鱼、生抽、老抽、蚝油、姜末、白糖、香油、葱花、——————————、普通面粉、温水或牛奶、白糖、酵母、食用油,7.8,家常菜
㊙️一学就会🍗鲜香诱人的葱油鸡腿,鸡腿、姜末、葱末、料酒、盐、葱花,8.2,家常菜
青椒肉丝,大青椒、猪里脊肉、姜、蒜、料酒、生抽、老抽、干淀粉、清水、麻油、盐、糖、水淀粉,7.9,家常菜
家庭版干锅牛蛙,牛蛙、蒜头、小米辣、生姜、泡椒、料酒、生抽、蒸鱼豉油、黑胡椒、淀粉,8.2,家常菜
红烧冬瓜,冬瓜、白糖、生抽、老抽、盐、蚝油、鸡精,7.8,家常菜
袁弘版炖牛肉辣炖牛肉,带筋牛腩或带皮小牛肉、大葱、洋葱、花椒、八角、草果、桂皮、干辣椒或小米椒、当归、四川豆瓣酱、生姜、料酒、白糖、香叶、生抽,8.3,家常菜
真的是比饭店还好吃的口水鸡,芝麻、辣椒粉、鸡腿、香醋、蒜、生抽、油、料酒、香油、盐、花椒油、花椒粉、小米椒、绿尖椒、八角,8.1,家常菜
百香果柠檬虾,虾、百香果、柠檬、蒜瓣、香菜、小米辣、绿辣椒、陈醋、生抽、芝麻香油、辣椒油、白糖、盐,8.0,家常菜
香辣豆皮,生抽、豆皮、辣椒粉、蒜、白芝麻、糖、小米辣、蚝油、孜然、小葱,7.7,家常菜
蒜香排骨,排骨、姜、淀粉、小苏打、盐、生抽、蚝油、白胡椒,3,家常菜
秒杀路边摊‼️巨好吃的爆炒花甲（花蛤）❗️十分钟搞定,花蛤蜊、葱、蒜蓉、豆瓣酱、调个酱汁：、料酒、生抽、老抽、蚝油、白糖、淀粉、水,0,家常菜
毛豆炒蛋,毛豆、鸡蛋,0,家常菜
红烧油豆腐,油豆腐、五花肉、芹菜、小米辣,0,家常菜
椒盐蘑菇-超好吃的下酒菜,蘑菇、面粉、鸡蛋、盐、油、孜然粉、辣椒粉、椒盐、熟白芝麻,7.9,家常菜
陈情令师姐的莲藕排骨汤（极简做法）,排骨、藕、姜、葱、盐、鸡精,7.8,家常菜
🔥口感嫩滑的秋葵酿牛肉🥩1岁+宝宝手指辅食👶简单又快手🥢快点给宝宝做起来吧‼️,牛肉馅、秋葵、盐、淀粉,0,家常菜
油豆腐,油豆腐、青椒、淀粉,0,家常菜
蜜汁鸡翅,鸡翅、蒜、姜、料酒、生抽、蜂蜜,7.9,家常菜
葱姜炒梭子蟹（veryeasy）,梭子蟹（小）、姜、葱、盐、生抽（味极鲜或者蒸鱼豉油）、淀粉、干辣椒、油,8.0,家常菜
嫩滑无比的肉沫鸡蛋羹,鸡蛋、瘦肉、温水、蒜、生抽、老抽、盐、淀粉、葱,8.1,家常菜
茄汁煎豆腐（减脂晚餐）,豆腐、鸡蛋、番茄（去皮后剁碎）、蒜、小米辣、生抽、蚝油、盐、葱花（可选）,1,家常菜
卤三鸡(鸡腿/鸡翅/鸡蛋),鸡腿、鸡翅、鸡蛋、八角、桂皮、草果、香叶、花椒(不吃辣可不放)、辣椒(不吃辣可不放)、葱段、姜片、生抽、老抽、陈醋、蚝油、冰糖、芝麻油、盐(调整用),8.5,家常菜
家常蛋炒饭,米饭（冷饭）、鸡蛋、午餐肉、青豆仁、胡萝卜粒、玉米粒、盐、料酒、鸡粉,7.9,家常菜
老丁的私房菜－蚂蚁上树,粉丝、肉末、四川郫县豆瓣酱、葱姜蒜，盐，香葱,7.9,家常菜
家常热菜之一滴水都不加小朋友流口水的可乐鸡翅,鸡翅根、葱姜蒜、料酒、可乐、蚝油、生抽、白芝麻（可不放）,0,家常菜
蒜蓉粉丝蒸扇贝,龙口粉丝、扇贝、蒜瓣、小葱、生抽、盐、糖、蚝油、食用油,1,家常菜
爆炒猪肝,猪肝、姜、大蒜子、大辣椒、淀粉、料酒、老抽、盐、油,8,家常菜
地道东北猪肉白菜炖粉条,五花肉、白菜、粉条、酱油、盐、葱姜蒜、食用油,8.0,家常菜
〈烧茄子〉，西红柿版。欣小厨😉,茄子、西红柿、辣椒、蒜、葱、姜、白糖、海鲜酱油、生抽、蒸鱼豉油、盐、醋、鸡精、蚝油、湿淀粉、干淀粉、面粉,7.9,家常菜
百吃不厌糖醋里脊/快手菜,里脊肉、盐、白胡椒粉料酒生姜水、蛋清、生粉/淀粉、番茄酱、白糖、白芝麻,7.9,家常菜
黄磊老师同款宫保鸡丁，家常口味，做法简单，比外面买的好吃!,鸡胸肉、花生、花椒、干辣椒、辣椒面、蒜、大葱、小葱、酱油、黄酒、醋、糖、盐、淀粉、水、姜,1,家常菜
剁椒金针菇,金针菇、剁椒、蒸鱼豉油、小葱、食用油,8.3,家常菜
开一锅传家老卤（开卤、养护及传家大法）,牛腱、八角（又名大料）、沙姜（又名三柰、山柰）、桂皮、草果、香叶、花椒、陈皮、姜、葱、生抽、料酒、盐、冰糖、罗汉果、丁香、小茴香、干辣椒、肉豆蔻、白蔻、甘草、煲汤调料球或纱布袋,9.1,家常菜
油爆香辣龙虾球,小龙虾、恒顺香醋三年陈、姜片、蒜末、干辣椒、花椒粒、食用油、啤酒、蚝油、老抽、生抽、黑胡椒粉、盐、细砂糖、鸡精、葱花,8.4,家常菜
5分钟快手菜✔超入味又下饭的「鱼香肉丝」,里脊肉、过萝卜、绿尖椒、木耳、鱼香肉丝小料酱、豆瓣酱、白糖、玉米淀粉、水、盐、葱蒜、鸡蛋,0,家常菜
凉拌杏鲍菇（升级版万能凉拌汁）,杏鲍菇、蒜头、葱花、香菜、白芝麻、辣椒面、生抽、陈醋、蚝油、白糖、食用油,8.1,家常菜
鱼香肉丝,瘦肉/里脊肉、木耳、胡萝卜、青椒、糖、料酒、生抽、香醋、玉米淀粉、盐、蚝油,8.1,家常菜
万能凉拌菜料汁（凉拌菠菜粉丝）,菠菜、粉丝、香菜、生抽、耗油、醋、盐、味极鲜酱油、白糖、香油、麻油、食用油、辣椒、蒜末,7.9,家常菜
嫩滑水蒸蛋❗️简单几步就能做❗️❗️巨好吃～,鸡蛋、温水、生抽、葱花、香油,7.8,家常菜
美味的家常菜：红烧猪蹄,猪蹄、姜、蒜、葱、八角、香叶、桂皮、干红辣椒、花椒、冰糖、料酒、生抽、老抽,8.3,家常菜
花甲粉丝煲,花甲、粉丝、金针菇、姜末、蒜末、豆瓣酱、老抽、生抽、料酒、蚝油,7,家常菜
蘑菇的超简单做法,蘑菇、瘦肉碎、葱,7,家常菜
老丁的私房菜-干锅花菜,花菜、五花肉、干辣椒、大蒜、青辣椒,7.8,家常菜
藜麦饭要好吃只需一个窍门,藜麦、水,12,家常菜
【好好吃菜】麻油菠菜,菠菜、蒜瓣、小葱、白芝麻、酱油、香油,0,家常菜
〈小炒黄牛肉〉，这个太好吃了。欣小厨😉,牛肉、野山椒、朝天椒、香菜、蒜、姜、生抽、料酒、白胡椒粉、淀粉,8.0,家常菜
烂糊肉丝（白菜炒肉丝）,白菜叶或娃娃菜、肉丝、香菇，蘑菇、盐，糖，淀粉、料酒，油,0,家常菜
三色炒虾仁,虾仁、黄瓜、胡萝卜、玉米粒、油、盐、白酒、淀粉,7.9,家常菜
最简单最好吃的红烧排骨,排骨、葱姜蒜、冰糖、桂皮香叶,8.0,家常菜
拔丝地瓜,黄壤地瓜、绵白糖、花生油,8.2,家常菜
辣炒鸡胗,鸡胗、蒜、姜、杭椒、料酒,0,家常菜
茄子豆角,豆角、茄子、干辣椒、大蒜、蚝油、生抽、油,7.6,家常菜
超级下饭菜青椒炒肉,青椒、肉、大蒜、老抽、盐、鸡精、植物油,8.1,家常菜
清蒸鲈鱼，三步搞定！,鲈鱼、盐、料酒、蒸鱼豉油、姜、小葱、青红椒,8.0,家常菜
可以当主食的爽口凉拌菜——粉丝菠菜,粉丝、菠菜、鸡蛋、魔芋丝、小米椒、蒜、芝麻、辣椒粉、生抽、醋、白糖、盐、植物油,0,家常菜
炒饭这样做营养又好吃,鸡蛋、柿子椒、胡萝卜、青豆、火腿、鸡肉火腿肠、洋葱、小葱、盐、生抽、蒸好的米饭,0,家常菜
流油起沙的咸鸭蛋,土鸭蛋、纯净水、海盐、60°白酒,11,家常菜
清炒不腻的素炒西芹,西芹、姜蒜、辣椒、🍕调料、鸡精、盐、蚝油、料酒、糖,8.2,家常菜
大白菜烧自制口感Q弹肉丸子,白菜、肉沫、盐、葱、胡椒粉、生姜、大蒜、鸡蛋、老抽、食用油、蚝油,8.1,家常菜
酸爽番茄肥牛卷‼️今晚米饭都要多吃一碗,肥牛、西红柿、金针菇、姜、葱、料酒盐番茄酱,7,家常菜
白萝卜丝鲫鱼汤,鲫鱼、萝卜、姜、葱、胡椒粉、鸡蛋、盐，油,8.1,家常菜
保留最原始鲜味儿的煎口蘑,口蘑、盐,8.4,家常菜
杏鲍菇最最好吃的做法,杏鲍菇,7.9,家常菜
家常回锅肉,五花肉、郫县豆瓣酱、姜片、蒜苗、青椒、花椒粒、料酒、盐、味极鲜、白砂糖,10,家常菜
凉拌秋葵~一看就会,秋葵、水、盐、生姜、蒜、生抽、凉白开、泡辣椒、糖,1,家常菜
立秋后，这汤多炖给孩子喝，鲜香滋补，孩子多喝身体好,母鸡、香菇、生姜、小葱、枸杞、食用盐,11,家常菜
香煎老豆腐,豆腐、鸡蛋、淀粉、蒜末、葱、辣椒酱,8.2,家常菜
农家小炒肉,猪肉、尖椒、葱、蒜,7.8,家常菜
海参泡发全过程【详细详细详细】,海参、纯净水,8.1,家常菜
孩子超爱吃的饭团,米饭、海苔或者海苔碎、鸡蛋、胡萝卜、山药、火腿肠、盐、白醋、白糖、沙拉酱、芝麻,7.9,家常菜
剁椒木耳炒鸡蛋,木耳、鸡蛋、剁椒、大蒜、小葱、盐、料酒、生抽,0,家常菜
凉拌土豆丝,土豆、蒜、醋、盐、生抽、蚝油、粗辣椒粉,0,家常菜
醋溜白菜,白菜、盐、葱、姜、蒜、生抽、海鲜酱油、白糖、陈醋、水淀粉、香油,7.6,家常菜
广东做法《啤酒鸭》,鸭、啤酒、桂皮、八角、香叶、花椒、葱、姜、蒜、香菜、生抽、老抽、料酒、糖、盐、油,8.0,家常菜
蒜蓉粉丝娃娃菜,娃娃菜、粉丝、大蒜、盐、鸡粉、生抽、蚝油、白糖、清水、红、绿椒碎,8.4,家常菜
超下饭的酸菜肉末😋,肉末、酸菜、蒜末、姜末、小米椒、酱油、蚝油、糖、盐,7.9,家常菜
减脂鸡肉丸子,鸡胸肉、胡萝卜、香菇、鸡蛋、黑胡椒粉、盐、料酒,19,家常菜
美味的尖椒杏鲍菇,杏鲍菇、青尖椒、洋葱、蒜、盐、酱油、十三香,1,家常菜
辣子鸡丁,鸡腿、干辣椒或小米椒、花椒、生姜、大蒜、葱、胡椒粉、玉米淀粉、盐、豆瓣酱、生抽、油,1,家常菜
青椒炒干丝,青椒、干丝、生抽、白胡椒粉,0,家常菜
一个话唠包教包会的香浓红烩牛腩,牛腩、黄皮洋葱、胡萝卜、土豆、西红柿、干辣椒、葱、姜、蒜、香叶、冰糖、食用油、生抽、红烧酱油（或老抽）、番茄酱、盐、料酒（或红酒）,8.6,家常菜
🍯蒜香蜂蜜鸡腿肉🐔零失败超级下饭,鸡腿肉、鸡胸肉（可选）、黑胡椒粉、盐、大蒜、蜂蜜、米醋、酱油、水、熟白芝麻,8.1,家常菜
减肥必吃的凉拌菜❗️凉拌豆腐丝❗️多吃不长胖,豆腐皮、胡萝卜、香菜、盐、鸡精、糖、味极鲜、白醋、料油（洋葱，生姜，花椒，八角，）、蒜,2,家常菜
简单到只用一种调料的牛腩炖萝卜汤,牛腩、白萝卜、大葱白、姜、蚝油(超市里挑最贵的买)、香葱或香菜末,8.2,家常菜
蒜蓉金针菇烤花蛤虾,鲜虾、花蛤、蒜、金针菇、盐、糖、蒸鱼豉油、料酒、姜蒜片,8.5,家常菜
香辣土豆片,土豆、豆瓣酱、蒜、白芝麻、葱、生抽,6,家常菜
辣子鸡,鸡肉、芹菜、干辣椒、花椒、白芝麻、蔬菜水或高汤、葱、姜、蒜、八角、香叶、料酒、糖、盐、五香粉、酱油,8.0,家常菜
超级下饭泡椒鸡珍,鸡胗、泡椒，泡姜、蒜、生抽、料酒、葱、豆瓣酱、淀粉、食用油,6,家常菜
糖醋排骨「厨娘物语」,肋排、冰糖、料酒、生抽、香醋、白芝麻、姜,8.4,家常菜
家常豆腐,北豆腐(就是比较结实的那种哈）、木耳、柿子椒、郫县豆瓣辣酱、葱花、姜末、白糖、土豆淀粉,7.9,家常菜
家常烙饼(“出层大法”视频),普通面粉、热水(不是开水)、盐、椒盐、植物油,8.7,家常菜
滑蛋虾仁,虾仁、鸡蛋、香葱、水淀粉、盐、料酒、蛋清、玉米淀粉、白胡椒粉,7.8,家常菜
番茄紫菜蛋花汤,紫菜、西红柿、鸡蛋、盐、生抽、糖、油、葱花,0,家常菜
蒜蓉粉丝蒸蚝仔牡蛎肉,牡蛎肉（蚝仔）、龙口粉丝、蒜、姜、油、生抽、蚝油、盐、葱花、辣椒圈🌶️,8.0,家常菜
巨简单❗️又下饭的家常青红椒火腿炒鸡蛋,鸡蛋、青红椒、火腿肠、生抽、蚝油、盐、鸡精,0,家常菜
有时候，真的忍不住，搞一盘蒜泥白肉,五花肉、姜、料酒、花椒、糖、生抽、蒜泥、米醋、陈醋、红油、香葱、花椒油,7.7,家常菜
番茄蛋汤,西红柿、鸡蛋、葱花、盐、鸡精、酱油,0,家常菜
家庭版可乐鸡翅,可口可乐、鸡翅、蒜、盐、蚝油、酱油、姜、油、料酒,7.7,家常菜
脆黄瓜炒肉,黄瓜、新鲜猪瘦肉、小红椒、蒜、老抽或生抽、蚝油、盐、料酒,8.1,家常菜
外卖排行榜第一名黄焖鸡,鸡腿、香菇、甜椒、姜、葱、蒜、干辣椒、冰糖、生抽、老抽、蚝油、料酒,8.0,家常菜
西红柿炒鸡蛋时，多加这一步，鸡蛋香嫩又入味,鸡蛋、西红柿、料酒、盐、糖,7.5,家常菜
凉拌皮蛋,皮蛋、蒜末、香油、葱、味极鲜、香菜、小米椒、醋、盐、糖、熟芝麻、老干妈鸡油辣子,4,家常菜
下饭酸甜可口超有食欲的糖醋虾仁,番茄酱、糖、虾仁、料酒、醋、蜂蜜、生抽、清水,8.3,家常菜
家人连蒜末都不放过的蒜蓉鲍鱼,鲍鱼、大蒜、料酒、蚝油、生抽（生抽老抽随自己）、美味鲜酱油、葱末、山茶油（食用油都可以）,8.1,家常菜
国宴厨的家常菜，超刺激味蕾的麻婆豆腐，不用下饭馆在家就能get,豆腐、肉末、豆瓣酱、花椒、淀粉、料酒、生抽、老抽、辣椒面,2,家常菜
椒盐巴沙鱼,巴沙鱼、椒盐、蒜、辣椒、姜、小葱、料酒,0,家常菜
白菜炖粉条,白菜、五花肉、粉条、香菇、葱、姜、八角、盐、鸡精、酱油、蚝油,8.0,家常菜
卤蛋最好吃做法！抢手的早餐，全家必备,鸡蛋、啤酒、盐、冰糖(白糖）、老抽、生抽、味极鲜、调料,0,家常菜
香干炒肉,豆干，猪肉，青红辣椒，大葱，姜，蒜、料酒，盐，老抽，鸡精,0,家常菜
京酱肉丝,里脊肉、大葱、豆腐皮、甜面酱、料酒、盐、生粉、老抽、白糖、鸡精,7.8,家常菜
芹菜炒牛肉,牛肉、芹菜、鸡蛋清、红辣椒、小米辣、生姜、大蒜、清水、生抽、老抽、盐、红薯淀粉,1,家常菜
孜然西兰花玉米炒香肠,金锣健食力香肠、西兰花、玉米粒、孜然粒、孜然粉、辣椒粉、盐、海鲜酱油、白芝麻、橄榄油,8.2,家常菜
超简单红烧鸭子,鸭、八角2-4、老抽、干辣椒若干、葱、姜、糖、洋葱、生抽、盐,8.1,家常菜
香菇酿肉，一道细腻嫩滑好吃下饭菜！,新鲜香菇、肉末、葱、油、盐、生抽、蚝油、清水、淀粉,0,家常菜
蚝油香菇油菜,香菇、油菜、蒜、蚝油、盐、水淀粉,7.7,家常菜
娃娃菜鸡蛋饼,娃娃菜、胡萝卜、葱末、虾皮、鸡蛋、盐、面粉,11,家常菜
清爽夏日菜～简单快捷～爆炒鸡胗,鸡胗、青椒、小米椒、蒜、料酒、盐、糖、生抽、黑/白胡椒粉,0,家常菜
醋溜白菜,白糖、香醋、白菜、辣椒、生抽、盐、白胡椒、葱、淀粉,15,家常菜
苦瓜摊鸡蛋,鸡蛋、苦瓜、盐、白胡椒,0,家常菜
牛奶小馒头,牛奶、普通面粉、白砂糖、酵母粉、盐,8.6,家常菜
‼️万能凉拌酱汁‼️菠菜这样做，好吃到哭,菠菜、粉丝、油炸花生米或者烤香的、辣椒粉、葱末、生姜末、蒜蓉、熟白芝麻、香醋、生抽、蚝油、白糖,7.9,家常菜
蒜香油麦菜,油麦菜、蒜、葱花、耗油、生抽、盐、芝麻香油,0,家常菜
好吃到爆火爆肥肠,肥肠一根、青花椒、青椒、蒜瓣、老姜、大葱、白酒、糖、酱油、豆瓣酱、孜然、干辣椒,8.3,家常菜
罗宋汤,牛腩、土豆、胡萝卜、卷心菜、番茄、洋葱、蒜末、番茄酱、盐、食用油,7.8,家常菜
简简单单下饭菜：瘦肉炖四季豆（豆王）,生抽、盐、瘦肉丝、四季豆、蚝油,0,家常菜
重庆辣子鸡，全网最简单最正宗做法,鸡腿、鸡蛋、葱姜蒜、盐、胡椒粉、料酒、酱油,0,家常菜
炖茄子||双人份,茄子、葱、姜、蒜、酱油、盐、十三香、味精,0,家常菜
经典粤菜—米饭杀手|豆豉鲮鱼油麦菜,油麦菜、豆豉鲮鱼、红椒、蒜片、姜片、葱花、蚝油、盐、白糖、水淀粉,8.0,家常菜
酱香肉沫四季豆,四季豆、肉沫、甜面酱、盐、玉米油、鸡精,7.7,家常菜
下饭开胃~番茄酸汤肥牛,肥牛、白玉菇、番茄、蒜、小泡椒、指天椒、姜片、葱段、调味料：、蚝油、生抽、番茄酱、糖、盐,9,家常菜
小炒鸡胗,鸡胗、姜、生抽、料酒、盐、干辣椒、大蒜、淀粉、葱、蚝油、花椒油,0,家常菜
红烧鸡爪,鸡爪、花椒、香叶、八角、桂皮、生抽、老抽、蒜、姜、料酒、玉米、土豆、洋葱、豆皮、豆瓣酱,0,家常菜
不能更简单美味的鸡汁蒸白萝卜,白萝卜、鸡汁调料、香葱、朝天椒,8.0,家常菜
糖醋鱼（媲美饭店超简单高颜值）,鲈鱼或者其他刺少的鱼、干淀粉、亨氏番茄酱、李锦记泰式甜辣酱、糖、盐、花生油,8.3,家常菜
豆腐羹,内脂豆腐、鸡蛋、香葱或香菜、火腿、瘦肉、生粉,8.1,家常菜
手撕包菜,包菜、猪肉、干辣椒、蒜、姜、生抽、盐、小葱,0,家常菜
农家小炒肉,杭椒、五花肉、瘦肉、大蒜、食用盐、鸡蛋、红薯淀粉、老干妈、生抽、十三香、白糖,13,家常菜
老干妈盐焗鸡⚠️吃不惯老干妈的慎用！也可用其他辣椒酱代替,鸡、老干妈（油+籽）、细盐、粗盐、盐焗鸡纸、清水,5,家常菜
农家一碗香,猪梅头肉、鸡蛋、螺丝椒、红辣椒、蒜、姜、豆豉、生抽、盐、糖、老抽、——腌肉料——、淀粉、白胡椒粉、盐、生抽、料酒、食用油,1,家常菜
宫保鸡丁的家常做法，这个料汁一定要学会。（董姐美食）,鸡大胸、料酒、白胡椒粉、生抽、盐、淀粉、油、青红椒、花生米、葱姜蒜、小香葱、料汁、生抽、蚝油、醋、赤藓糖醇（或糖）、盐、水,0,家常菜
豆角酿肉,豇豆、肉馅、葱姜、酱油、白胡椒粉、盐、蚝油、糖、蒜末,12,家常菜
鱼香肉丝（米饭杀手系列三）,豆瓣酱、醋、生抽、蚝油、白沙糖、料酒、淀粉、里脊肉、青椒、木耳、胡萝卜、仔姜,7.9,家常菜
米饭杀手-秘制红烧肉！！简单又好吃😋,五花肉、冰糖、葱、料酒、姜、香叶、干辣椒、八角,7,家常菜
“销魂”卤鸡爪,鸡爪、大蒜、生姜、辣椒、料酒、红烧汁、冰糖、盐、米醋、生抽、蚝油,8.2,家常菜
洋葱炒鸡蛋,洋葱、鸡蛋、小葱,0,家常菜
鱼香肉丝,里脊肉、青红辣椒、红萝卜、干木耳、郫县豆瓣酱、蒜瓣、姜蓉、泡椒、葱白、盐、糖、香醋、酱油、料酒、油、淀粉、清水,8.2,家常菜
清炒南瓜,南瓜、蒜、糖、盐、油,1,家常菜
尖椒小炒肉＃易上手“下饭香”,五花肉、尖椒、姜、大蒜、生抽、盐、白糖、醋、鸡精,0,家常菜
家常糖醋带鱼,带鱼、白砂糖、香醋、生抽、料酒、葱、姜,8.1,家常菜
孜然羊肉,羊肉、料酒、五香粉、葱、姜、蒜、酱油、盐、糖、花椒粒、大料、香菜、孜然粒、辣椒面、芝麻,8.5,家常菜
家常蒜蓉炒花甲,花甲、油、蚝油、盐、青椒、红椒、蒜,0,家常菜
蒜香干煸豆角,豆角、蒜、干辣椒、花椒、生抽、面酱、食用油,0,家常菜
黄瓜炒鸡蛋|清爽解腻，减脂必备,黄瓜、鸡蛋、蚝油、盐,8.0,家常菜
快手炒面,调料,1,家常菜
和外面一样好吃的麻辣香锅,虾、豆瓣酱、藕、花菜、土豆、香肠、玉米、鹌鹑蛋、香芹、火锅丸子、红油火锅底料,7.8,家常菜
鲫鱼豆腐汤,鲫鱼、豆腐、香葱、姜、油、盐,8.2,家常菜
干煸平菇（有肉的味道）,平菇、盐、孜然粉、花椒粉、鸡精、白芝麻,7.9,家常菜
家常味的炝莲菜,藕、米醋、生抽、糖、盐、干辣椒、胡萝卜、青椒、花椒、菜籽油,13,家常菜
肥而不腻红烧肉,五花肉、冰糖、生抽、老抽、姜片、桂皮、香叶、大料,7.9,家常菜
懒人版西红柿焖面,鸡蛋2、西红柿1、葱1、盐适量、鸡精,7,家常菜
鸡胸肉版糖醋里脊，好吃不腻。大人小孩都喜欢！,鸡胸肉、鸡蛋、淀粉、料酒、盐、番茄酱、白糖、白醋、白芝麻,7.9,家常菜
脆皮豆腐,豆腐、淀粉、蚝油、生抽、糖、葱、辣椒末、白芝麻、鸡蛋,7,家常菜
小猪蛋羹,鸡蛋、清水、火腿片、紫菜,8.6,家常菜
自制烤肉（超简单，超好吃）,牛肉、鸡蛋、烧烤料等调料、生菜,8.7,快手菜
【巨下饭的鱼香鸡蛋+万能鱼香汁配方】,鸡蛋、胡萝卜、青椒、木耳、姜、蒜,8.3,快手菜
连喝三碗都不过瘾的(筒子骨汤）,筒子骨、玉米、香菇、海鲜菇、胡萝卜、红枣、盐，味精、香葱、姜片、料酒,9.1,快手菜
🥒简单的减脂掉秤便当呀🍱,蔬菜、鸡肉、牛肉、鸡蛋,11,快手菜
新手向懒人小面包🍞,高筋面粉、鸡蛋、牛奶or酸奶or蔬菜泥等液体总和、酵母、盐、糖、油,0,快手菜
蚂蚁上树(肉末炒粉丝)超下饭‼️十分钟搞定,红薯粉丝、肉末(猪肉糜)、葱花、姜片、盐、料酒、酱油、豆瓣酱、糖、油,8.3,快手菜
招牌口水鸡🐤（肉质是你想像不到的嫩🍗）,琵琶腿、姜、香醋、生抽、料酒、辣椒油、芝麻油、花椒、蒜、糖、盐、鸡精、小米椒、香葱、香菜、白芝麻、香辣酱、花椒油,8.3,快手菜
番茄肥牛汤,肥牛卷、西红柿、盐、蒜、姜、葱、白胡椒粉、生抽、蚝油,7.7,快手菜
【完美早餐】三分钟快手蛋饼【无和面无揉面】,鸡蛋、面粉、杂粮面（如绿豆面、黄豆面等）、饮用水、奶粉（糖也行）、黑芝麻、腐乳、甜面酱、韭菜花（生抽也行）、糖、葱丝,7.9,快手菜
十分钟做好鸡肉滑嫩的宫保鸡丁,鸡胸肉、油炸花生米,8.4,快手菜
